AT1G08910.1	A0A0A7EPL0-2
AT1G72930.1	Q9SSN3-1
AT1G72930.2	Q9SSN3-2
AT1G72810.1	Q9SSP5
AT5G43170.1	Q9SSW0
AT5G67450.1	Q9SSW1
AT3G46790.1	Q9STF3
AT4G12400.1	Q9STH1-2
AT4G12400.2	Q9STH1-1
AT4G12250.1	Q9STI6
AT4G25390.1	Q9STJ8-1
AT4G25390.2	Q9STJ8-2
AT4G25380.1	Q9STJ9
AT3G48350.1	Q9STL5
AT4G26320.1	Q9STQ3
AT3G48150.1	Q9STS3
AT4G24230.1	Q9STX1-2
AT4G24230.2	Q9STX1-1
AT4G24230.3	Q9STX1-1
AT4G24230.4	Q9STX1-1
AT4G24230.5	Q9STX1-1
AT3G47400.1	Q9STY3
AT3G47380.1	Q9STY5
AT4G12820.1	Q9SU04
AT4G12610.1	Q9SU25-2
AT4G12610.2	Q9SU25-1
AT4G12490.1	Q9SU34
AT4G12440.2	Q9SU38-1
AT4G12440.3	Q9SU38-1
AT3G47950.1	Q9SU58
AT3G47950.2	Q9SU58
AT3G48000.1	Q9SU63
AT3G48010.1	Q9SU64
AT3G48080.1	Q9SU71
AT4G29540.1	Q9SU91-2
AT4G29540.2	Q9SU91-1
AT4G21030.1	Q9SUB1
AT4G20930.1	Q9SUC0
AT4G20900.2	Q9SUC3
AT4G20860.1	Q9SUC6
AT4G27910.1	Q9SUE7
AT4G30710.1	Q9SUH5-1
AT4G30710.2	Q9SUH5-2
AT4G30710.3	Q9SUH5-1
AT4G12800.1	Q9SUI4
AT4G16190.1	Q9SUL1
AT4G14580.1	Q9SUL7
AT4G23740.1	Q9SUQ3
AT4G23740.2	Q9SUQ3
AT4G23700.1	Q9SUQ7
AT4G23700.2	Q9SUQ7
AT4G11320.1	Q9SUS9
AT4G11320.2	Q9SUS9
AT4G11290.1	Q9SUT2
AT4G11230.1	Q9SUT8
AT3G51910.1	Q9SV12-1
AT3G51895.1	Q9SV13
AT4G13080.1	Q9SV61
AT4G12920.1	Q9SV77
AT4G10350.1	Q9SV87
AT4G39410.1	Q9SVB7
AT3G52400.1	Q9SVC2
AT3G52420.1	Q9SVC4
AT3G52560.1	Q9SVD7-1
AT3G52560.2	Q9SVD7-2
AT3G52560.3	Q9SVD7-3
AT4G20780.1	Q9SVG9
AT3G50890.1	Q9SVL0
AT4G13890.1	Q9SVM4
AT4G13840.1	Q9SVM9
AT4G13260.1	Q9SVQ1
AT4G28700.1	Q9SVT8
AT4G28720.1	Q9SVU0
AT4G28770.1	Q9SVU4-1
AT4G28850.1	Q9SVV2
AT4G25160.1	Q9SW11
AT4G25090.1	Q9SW17-1
AT4G25050.1	Q9SW21-1
AT4G25010.1	Q9SW25
AT4G24990.1	Q9SW27
AT4G24990.2	Q9SW27
AT4G36870.1	Q9SW80
AT4G36870.2	Q9SW80
AT5G56680.1	Q9SW96
AT2G32390.5	Q9SW97-1
AT1G68570.1	Q9SX20
AT1G68590.1	Q9SX22-1
AT1G48320.1	Q9SX65
AT1G48350.1	Q9SX68
AT1G11280.1	Q9SXB3-2
AT1G11280.2	Q9SXB3-1
AT1G11280.3	Q9SXB3-3
AT1G11300.1	Q9SXB4
AT1G11303.1	Q9SXB5
AT1G11310.1	Q9SXB6-1
AT1G27520.1	Q9SXC9
AT1G30870.1	Q9SY33
AT1G10230.1	Q9SY65
AT1G10270.1	Q9SY69
AT1G61620.1	Q9SY88
AT1G61610.1	Q9SY89
AT1G61590.1	Q9SY91
AT1G61550.1	Q9SY95
AT1G61500.1	Q9SYA0
AT1G54115.1	Q9SYG9
AT1G78500.1	Q9SYN1
AT1G78500.2	Q9SYN1
AT4G04570.1	Q9SYS3-1
AT4G25470.1	Q9SYS6
AT4G36830.1	Q9SYY4
AT4G34410.1	Q9SZ06
AT4G31840.1	Q9SZ51
AT4G31850.1	Q9SZ52
AT4G12010.1	Q9SZ66
AT4G12020.2	Q9SZ67-1
AT4G09810.1	Q9SZ96-1
AT4G33420.1	Q9SZB9
AT4G29050.1	Q9SZD5-1
AT4G29160.1	Q9SZE4-1
AT4G29160.2	Q9SZE4-2
AT4G29160.3	Q9SZE4-1
AT4G37530.1	Q9SZE7-1
AT4G25980.1	Q9SZH2
AT4G38160.1	Q9SZL6-1
AT4G38160.4	Q9SZL6-1
AT4G38180.1	Q9SZL8
AT4G38230.1	Q9SZM3-2
AT4G38230.3	Q9SZM3-1
AT4G38230.4	Q9SZM3-1
AT4G29900.1	Q9SZR1
AT4G29900.2	Q9SZR1
AT4G37380.1	Q9SZT8
AT4G37390.1	Q9SZT9-2
AT4G37410.1	Q9SZU1
AT2G26690.1	Q9SZY4
AT4G32530.1	Q9SZY7-1
AT4G11040.1	Q9T010-1
AT4G11110.1	Q9T014
AT4G39110.1	Q9T020
AT4G39230.1	Q9T030
AT4G39340.1	Q9T039
AT4G27080.1	Q9T042-1
AT4G27110.1	Q9T045
AT4G11840.1	Q9T052
AT4G11900.1	Q9T058-1
AT4G11900.10	Q9T058-2
AT4G11900.5	Q9T058-2
AT4G27520.1	Q9T076
AT4G27710.1	Q9T093
AT4G11660.1	Q9T0D3
AT4G09990.1	Q9T0F7
AT4G13590.1	Q9T0H9-1
AT4G13610.1	Q9T0I1
AT4G38830.1	Q9T0J1-1
AT4G38880.1	Q9T0J5
AT4G38890.1	Q9T0J6
AT4G13300.1	Q9T0K1
AT4G13340.1	Q9T0K5
AtMg00830	Q9T6H8
At2g07783	Q9T6H8
AtMg00830	Q9T6H8
At2g07783	Q9T6H8
AT1G07530.1	Q9XE58
AT4G04350.1	Q9XEA0
AT4G04620.1	Q9XEB5
AT4G04620.2	Q9XEB5
AT4G04620.3	Q9XEB5
AT2G40140.1	Q9XEE6
AT2G40140.2	Q9XEE6
AT2G40180.1	Q9XEE8
AT1G07670.1	Q9XES1
AT1G07670.2	Q9XES1
AT3G61460.1	Q9XF92
AT1G08465.1	Q9XFB0
AT5G16400.1	Q9XFH9
AT5G46360.1	Q9XFR0-1
AT5G46360.2	Q9XFR0-2
AT1G30040.1	Q9XFR9-1
AT1G30040.2	Q9XFR9-2
AT5G62790.1	Q9XFS9-1
AT5G54260.1	Q9XGM2
AT2G44690.1	Q9XGU0
AT1G21720.1	Q9XI05-1
AT1G21700.1	Q9XI07
AT1G15460.1	Q9XI23
AT1G15460.2	Q9XI23
AT1G15360.1	Q9XI33
AT1G15360.2	Q9XI33
AT1G15340.1	Q9XI36-1
AT1G15340.2	Q9XI36-2
AT1G15330.1	Q9XI37
AT1G15080.1	Q9XI60
AT1G14240.1	Q9XI62-1
AT1G14240.2	Q9XI62-1
AT1G14240.4	Q9XI62-1
AT1G13930.1	Q9XI93
AT1G13930.2	Q9XI93
AT1G13930.3	Q9XI93
AT1G49270.1	Q9XI96
AT1G49300.1	Q9XI98
AT1G49300.2	Q9XI98
AT1G49320.1	Q9XI99
AT1G49480.1	Q9XIB5
AT1G49480.2	Q9XIB5
AT1G49480.3	Q9XIB5
AT1G34300.1	Q9XID3
AT1G34320.1	Q9XID5
AT1G34320.2	Q9XID5
AT1G59860.1	Q9XIE3
AT1G43580.1	Q9XIG2-1
AT1G10522.1	Q9XIK0
AT1G10522.2	Q9XIK0
AT1G10500.1	Q9XIK3
AT2G15820.1	Q9XIL5
AT5G13870.1	Q9XIW1
AT5G13870.2	Q9XIW1
AT5G13870.3	Q9XIW1
AT2G46660.1	Q9ZNR0
AT1G03860.1	Q9ZNT7-1
AT1G03860.2	Q9ZNT7-2
AT1G03860.3	Q9ZNT7-1
AT5G55130.1	Q9ZNW0-1
AT5G55130.2	Q9ZNW0-2
AT4G08980.1	Q9ZPE4
AT4G08980.2	Q9ZPE4
AT4G08980.3	Q9ZPE4
AT4G08980.4	Q9ZPE4
AT4G08980.5	Q9ZPE4
AT4G08950.1	Q9ZPE7
AT4G04950.1	Q9ZPH2
AT3G11710.1	Q9ZPI1
AT2G03800.1	Q9ZPQ3
AT2G03590.1	Q9ZPR7
AT2G03590.2	Q9ZPR7
AT2G01970.1	Q9ZPS7
AT2G18220.1	Q9ZPV5
AT2G18300.1	Q9ZPW3-2
AT2G18300.2	Q9ZPW3-1
AT2G18350.1	Q9ZPW7
AT2G46610.1	Q9ZPX8-1
AT2G46610.2	Q9ZPX8-2
AT2G46600.1	Q9ZPX9
AT2G46570.1	Q9ZPY2-1
AT2G46530.1	Q9ZPY6-2
AT2G46530.2	Q9ZPY6-3
AT2G46530.3	Q9ZPY6-1
AT2G22680.1	Q9ZQ46
AT2G36790.1	Q9ZQ95
AT2G36710.1	Q9ZQA3
AT2G15690.1	Q9ZQE5
AT2G27500.1	Q9ZQG9-1
AT2G27500.2	Q9ZQG9-2
AT2G27500.3	Q9ZQG9-3
AT2G27490.1	Q9ZQH0
AT2G27490.2	Q9ZQH0
AT2G27490.3	Q9ZQH0
AT2G27490.4	Q9ZQH0
AT2G27470.1	Q9ZQH2
AT2G27380.1	Q9ZQI0
AT2G13820.1	Q9ZQI8-1
AT2G13820.2	Q9ZQI8-2
AT2G35650.1	Q9ZQN8
At2g14440	Q9ZQQ7
AT4G02680.1	Q9ZQX6
AT4G03330.1	Q9ZQZ8
AT4G03320.1	Q9ZQZ9
AT4G03230.8	Q9ZR08
AT5G58060.1	Q9ZRD6-1
AT5G41210.1	Q9ZRT5
AT4G04700.1	Q9ZSA4
AT4G10490.1	Q9ZSA7
AT4G01630.1	Q9ZSI1
AT1G64970.1	Q9ZSK1
AT5G59880.1	Q9ZSK4-1
AT5G13730.1	Q9ZSL6-1
AT2G04160.1	Q9ZSP5
AT3G10050.1	Q9ZSS6
AT1G68370.1	Q9ZSY2
AT1G11340.1	Q9ZT07
AT5G10430.1	Q9ZT16
AT4G35480.1	Q9ZT49
AT4G02930.1	Q9ZT91
AT1G66390.1	Q9ZTC3
AT5G60450.1	Q9ZTX9
AT1G52150.1	Q9ZU11-1
AT2G01350.1	Q9ZU32-1
AT2G01290.1	Q9ZU38
AT2G01180.1	Q9ZU49-1
AT2G01180.2	Q9ZU49-2
AT2G01180.4	Q9ZU49-1
AT2G01180.5	Q9ZU49-2
AT2G01180.8	Q9ZU49-1
AT2G01170.1	Q9ZU50-1
AT2G01630.1	Q9ZU91-1
AT2G01650.1	Q9ZU93
AT2G01650.2	Q9ZU93
AT2G01660.1	Q9ZU94-1
AT2G01660.2	Q9ZU94-2
AT2G01720.1	Q9ZUA0
AT1G23820.1	Q9ZUB3-1
AT2G05830.1	Q9ZUG4-1
AT2G05830.2	Q9ZUG4-2
AT2G05830.3	Q9ZUG4-2
AT2G24190.1	Q9ZUH5-1
AT2G24190.2	Q9ZUH5-2
AT2G19590.1	Q9ZUN4
AT2G19540.1	Q9ZUN8
AT2G19470.1	Q9ZUP4
AT2G37500.1	Q9ZUR7-1
AT2G37500.2	Q9ZUR7-2
AT2G37470.1	Q9ZUS0
AT2G37260.1	Q9ZUU0-1
AT2G28060.1	Q9ZUU8
AT2G28060.2	Q9ZUU8
AT2G28060.3	Q9ZUU8
AT2G28060.4	Q9ZUU8
AT2G27690.1	Q9ZUX1
AT2G27730.1	Q9ZUX4
AT2G27730.2	Q9ZUX4
AT2G27730.3	Q9ZUX4
AT2G27730.4	Q9ZUX4
AT2G46720.1	Q9ZUZ0
AT2G46690.1	Q9ZUZ3
AT2G39040.1	Q9ZV04
AT2G39030.1	Q9ZV05
AT2G39020.1	Q9ZV06
AT2G38910.1	Q9ZV15
AT2G28890.1	Q9ZV25
AT2G28860.1	Q9ZV28
AT2G28760.1	Q9ZV36
AT2G28760.2	Q9ZV36
AT2G28760.3	Q9ZV36
AT2G18760.1	Q9ZV43
AT2G18760.2	Q9ZV43
AT2G18760.4	Q9ZV43
AT2G18760.5	Q9ZV43
AT2G18760.6	Q9ZV43
AT2G18760.7	Q9ZV43
AT2G18660.1	Q9ZV52
AT2G18650.1	Q9ZV53
AT2G32260.1	Q9ZV56
AT2G32410.1	Q9ZV69-1
AT1G78690.1	Q9ZV87
AT1G78690.5	Q9ZV87
AT1G78830.1	Q9ZVA2
AT1G78850.1	Q9ZVA4
AT2G41240.1	Q9ZVB5-1
AT2G41240.2	Q9ZVB5-2
AT2G01590.1	Q9ZVE7
AT2G01480.1	Q9ZVF7
AT1G26870.1	Q9ZVH0
AT2G38550.1	Q9ZVH7
AT2G38650.1	Q9ZVI7
AT2G38650.2	Q9ZVI7
AT2G38670.1	Q9ZVI9
AT2G14620.1	Q9ZVK1
AT2G14670.1	Q9ZVK6
AT1G54830.1	Q9ZVL3
AT1G54830.2	Q9ZVL3
AT1G54830.3	Q9ZVL3
AT1G54780.1	Q9ZVL6
AT1G05020.1	Q9ZVN6
AT1G05055.1	Q9ZVN9
AT2G02450.1	Q9ZVP8-2
AT2G02450.2	Q9ZVP8-1
AT1G55460.1	Q9ZVU5
AT1G05530.1	Q9ZVY5
AT1G05385.1	Q9ZVZ9
AT2G29250.1	Q9ZW11
AT2G29330.1	Q9ZW16
AT2G29380.1	Q9ZW21
AT2G29560.1	Q9ZW34
AT2G43190.1	Q9ZW76-1
AT2G43190.2	Q9ZW76-2
AT2G43190.3	Q9ZW76-2
AT2G43190.5	Q9ZW76-1
AT2G43120.1	Q9ZW82
AT1G67110.1	Q9ZW95
AT1G03790.1	Q9ZWA1
AT1G03940.1	Q9ZWB4
AT1G03980.3	Q9ZWB7
AT1G55580.1	Q9ZWC5
AT5G62920.1	Q9ZWS6
AT5G48810.1	Q9ZWT2
AT5G12370.1	X5JA13-1
AT5G12370.2	X5JA13-1
AT4G18780.1	A0A068FHR7
AT5G44030.1	A0A068FIL6
At5g36130	A0A140JWM8
At5g36140	A0A140JWM8
AT5G16760.1	A0A178U6K3
AT2G07690.1	A0A178U732
AXX17_At5g37000	A0A178U759
AXX17_At5g37000	A0A178U759
AXX17_At5g59740	A0A178U778
AXX17_At5g59740	A0A178U778
AT5G64100.1	A0A178U798
AXX17_At5g57770	A0A178U7F8
AXX17_At5g18170	A0A178U7U0
AXX17_At5g57770	A0A178U833
AXX17_At5g57770	A0A178U833
AT5G08300.1	A0A178U834
AT5G57300.1	A0A178U865
AT5G57300.2	A0A178U865
AT5G57300.3	A0A178U865
AT5G57300.4	A0A178U865
AT5G56260.1	A0A178U8P6
AT5G56260.2	A0A178U8P6
AT5G56260.5	A0A178U8P6
AXX17_At5g20950	A0A178U950
AXX17_At5g57770	A0A178U9A2
AXX17_At5g45730	A0A178U9C8
AT5G22800.1	A0A178U9H3
AXX17_At5g37550	A0A178U9P2
AXX17_At5g37550	A0A178U9P2
AXX17_At5g37550	A0A178U9P2
AXX17_At5g37550	A0A178U9P2
AT5G36907.1	A0A178U9T0
AXX17_At5g46590	A0A178U9X5
AT5G20990.1	A0A178U9Z9
AXX17_At5g26820	A0A178UAI4
AT5G44320.1	A0A178UAJ0
AT5G66760.1	A0A178UAN3
AT5G56720.1	A0A178UAN5
AT5G64120.1	A0A178UAR8
AXX17_At5g22800	A0A178UAS6
AXX17_At5g22800	A0A178UAS6
AXX17_At5g37380	A0A178UAV8
AXX17_At5g37380	A0A178UAV8
AXX17_At5g66320	A0A178UAZ8
AXX17_At5g20800	A0A178UB30
AXX17_At5g08590	A0A178UB86
AXX17_At5g08590	A0A178UB86
AXX17_At5g08590	A0A178UB86
AXX17_At5g04820	A0A178UBJ8
AXX17_At5g55830	A0A178UBY8
AXX17_At5g41930	A0A178UBZ4
AXX17_At5g06350	A0A178UC21
AXX17_At5g14560	A0A178UC62
AXX17_At5g17810	A0A178UCC9
AT5G61580.1	A0A178UCI3
AXX17_At5g08750	A0A178UCJ1
AXX17_At5g08750	A0A178UCJ1
AT5G09230.5	A0A178UCZ7
AXX17_At5g37270	A0A178UD06
AT5G57550.1	A0A178UD61
AXX17_At5g50300	A0A178UDL9
AT5G26667.1	A0A178UDQ9
AXX17_At5g45480	A0A178UDZ9
AXX17_At5g04430	A0A178UE55
AT5G13220.5	A0A178UE80
AT5G57190.1	A0A178UED8
AXX17_At5g23730	A0A178UEF6
AXX17_At5g58650	A0A178UEI0
AXX17_At5g58650	A0A178UEI0
AXX17_At5g46310	A0A178UER7
AXX17_At5g57760	A0A178UFE1
AT5G13220.6	A0A178UFM1
AXX17_At5g34420	A0A178UFS2
AXX17_At5g08600	A0A178UFZ5
AXX17_At5g08600	A0A178UFZ5
AXX17_At5g08600	A0A178UFZ5
AT5G65165.1	A0A178UG26
AXX17_At5g37780	A0A178UGU9
AXX17_At5g20940	A0A178UH18
AXX17_At5g20940	A0A178UH18
AXX17_At5g46150	A0A178UH84
AXX17_At5g46150	A0A178UH84
AXX17_At5g65610	A0A178UHJ4
AT5G14780.1	A0A178UHK7
AT5G40870.1	A0A178UHR6
AXX17_At5g06340	A0A178UIM3
AXX17_At5g39930	A0A178UIP5
AXX17_At5g39930	A0A178UIP5
AXX17_At5g46150	A0A178UIS1
AXX17_At5g46150	A0A178UIS1
AXX17_At5g58660	A0A178UIV1
AXX17_At5g58660	A0A178UIV1
AT5G08530.1	A0A178UJ45
AT5G42180.1	A0A178UJR4
AXX17_At5g46150	A0A178UJR5
AXX17_At5g46150	A0A178UJR5
AT5G01060.1	A0A178UJT1
AT5G44635.1	A0A178UK72
AXX17_At5g50310	A0A178UKG5
AXX17_At5g37030	A0A178UKT4
AT5G49180.1	A0A178UKT8
AXX17_At5g67500	A0A178UL58
AXX17_At5g42140	A0A178ULT0
AXX17_At5g03970	A0A178ULU8
AXX17_At5g45030	A0A178UM21
AXX17_At5g45030	A0A178UM21
AXX17_At5g44330	A0A178UM92
AXX17_At5g44330	A0A178UM92
AT5G53370.1	A0A178UMF2
AT5G58390.1	A0A178UMG0
AXX17_At5g02330	A0A178UMJ3
AXX17_At5g02330	A0A178UMJ3
AT5G57530.1	A0A178UMJ6
AXX17_At5g32470	A0A178UN45
AXX17_At5g32470	A0A178UN45
AT5G47040.1	A0A178UN51
AT5G08415.1	A0A178UNA7
AT5G64110.1	A0A178UNC2
AXX17_At5g44730	A0A178UNC5
AXX17_At5g58400	A0A178UNE3
AXX17_At5g58400	A0A178UNE3
AXX17_At5g21740	A0A178UNL1
AT5G54770.1	A0A178UNL2
AXX17_At5g38380	A0A178UNP1
AXX17_At5g38380	A0A178UNP1
AXX17_At5g48820	A0A178UP64
AT5G06740.1	A0A178UPB5
AXX17_At5g01170	A0A178UPC2
AXX17_At5g42140	A0A178UPC4
AT5G14130.1	A0A178UPS4
AT5G04590.1	A0A178UPZ1
AT5G41260.1	A0A178UQ35
AT5G02820.1	A0A178UQD3
AXX17_At5g19830	A0A178UQK5
AT5G08690.1	A0A178UQU4
AT5G57560.1	A0A178UQX4
AXX17_At5g52410	A0A178UR11
AXX17_At5g52410	A0A178UR11
AXX17_At5g52410	A0A178UR11
AXX17_At5g50760	A0A178UR16
AT5G04960.1	A0A178UR22
AT5G57630.2	A0A178UR90
AT4G32300.1	A0A178URS3
AT4G28850.1	A0A178URX5
AXX17_At5g56790	A0A178US76
AT4G21390.1	A0A178USE7
AXX17_At5g52410	A0A178USF0
AXX17_At5g52410	A0A178USF0
AT5G18930.1	A0A178USH3
AT4G30210.2	A0A178USJ1
AXX17_At4g12720	A0A178USL4
AT5G24070.1	A0A178USM8
AT4G10100.1	A0A178USP7
AT4G10100.2	A0A178USP7
AT4G10100.3	A0A178USP7
AT4G25820.1	A0A178UTG4
AXX17_At4g09980	A0A178UTH2
AXX17_At4g38050	A0A178UTV0
AT4G30290.1	A0A178UU22
AXX17_At4g03030	A0A178UU26
AXX17_At4g03030	A0A178UU26
AXX17_At4g33380	A0A178UU69
AXX17_At4g33380	A0A178UU69
AXX17_At4g09230	A0A178UUH2
AXX17_At4g25490	A0A178UUM6
AXX17_At4g20780	A0A178UUS4
AT4G32850.10	A0A178UUT9
AXX17_At4g37660	A0A178UV15
AT4G14130.1	A0A178UV66
AT4G31760.1	A0A178UVF1
AXX17_At4g00460	A0A178UVS9
AXX17_At4g00460	A0A178UVS9
AXX17_At4g00460	A0A178UVS9
AXX17_At4g13770AXX17_At4g13810	A0A178UVZ5
AXX17_At4g13770AXX17_At4g13810	A0A178UVZ5
AXX17_At4g33560	A0A178UVZ6
AT4G26900.1	A0A178UW68
AXX17_At4g18720	A0A178UWK1
AT4G26510.1	A0A178UWP6
AT4G26510.2	A0A178UWP6
AT4G26510.3	A0A178UWP6
AT4G26510.4	A0A178UWP6
AT4G24520.1	A0A178UWR2
AXX17_At4g31420	A0A178UWV5
AXX17_At4g31420	A0A178UWV5
AXX17_At4g31420	A0A178UWV5
AXX17_At4g16980	A0A178UX14
AT4G18480.1	A0A178UXM0
AT4G29010.1	A0A178UXN1
AXX17_At4g19110	A0A178UXP1
AXX17_At4g35640	A0A178UXW5
AXX17_At4g35640	A0A178UXW5
AT4G39640.1	A0A178UXW6
AT4G39640.2	A0A178UXW6
AXX17_At4g09710	A0A178UYD8
AT4G29220.1	A0A178UYE2
AXX17_At4g22080	A0A178UYM8
AT4G34740.1	A0A178UYQ3
AXX17_At4g29960	A0A178UYW2
AXX17_At4g31420	A0A178UYZ8
AXX17_At4g31420	A0A178UYZ8
AT4G34570.1	A0A178UZ11
AXX17_At4g29370	A0A178UZA7
AXX17_At4g29370	A0A178UZA7
AXX17_At4g29370	A0A178UZP2
AT4G30280.1	A0A178UZR9
AT4G29210.1	A0A178UZT3
AXX17_At4g35630	A0A178UZZ1
AXX17_At4g35630	A0A178UZZ1
AXX17_At4g45030	A0A178V015
AXX17_At4g45030	A0A178V015
AXX17_At4g44220	A0A178V095
AT4G30170.1	A0A178V0D0
AT4G27290.2	A0A178V0J5
AXX17_At4g29370	A0A178V0V6
AXX17_At4g29370	A0A178V0V6
AXX17_At4g38040	A0A178V0Y5
AXX17_At4g37650	A0A178V117
AXX17_At4g44210	A0A178V1C9
AXX17_At4g44210	A0A178V1C9
AXX17_At4g29370	A0A178V1L0
AXX17_At4g29370	A0A178V1L0
AT4G37520.1	A0A178V1L7
AXX17_At4g29190	A0A178V1M5
AXX17_At4g27420	A0A178V1U7
AT4G26270.1	A0A178V269
AXX17_At4g40260	A0A178V289
AXX17_At4g40260	A0A178V289
AXX17_At4g31460	A0A178V2B7
AXX17_At4g13780AXX17_At4g13820	A0A178V2C6
AXX17_At4g13780AXX17_At4g13820	A0A178V2C6
AXX17_At4g24770	A0A178V2J5
AXX17_At4g24770	A0A178V2J5
AXX17_At4g24770	A0A178V2J5
AT4G14790.1	A0A178V2P1
AT4G14790.2	A0A178V2P1
AT4G37800.1	A0A178V2Q3
AT4G26770.1	A0A178V2S1
AT4G32840.1	A0A178V315
AT4G24730.1	A0A178V355
AT4G24730.2	A0A178V355
AXX17_At4g27420	A0A178V392
AXX17_At4g00890	A0A178V3B2
AXX17_At4g00890	A0A178V3B2
AT4G20980.1	A0A178V3J1
AT4G20980.2	A0A178V3J1
AT4G20980.3	A0A178V3J1
AT4G20980.4	A0A178V3J1
AT4G01850.1	A0A178V3V9
AT4G01850.2	A0A178V3V9
AXX17_At4g16990	A0A178V491
AT4G36430.1	A0A178V4B3
AXX17_At4g19660	A0A178V4B5
AT4G32180.1	A0A178V4D0
AT4G27470.1	A0A178V4H3
AT4G33420.1	A0A178V4J6
AT4G12720.1	A0A178V4N8
AT4G12720.2	A0A178V4N8
AT4G12720.3	A0A178V4N8
AXX17_At3g43250	A0A178V4U6
AT4G32915.1	A0A178V4Y9
AT4G18990.1	A0A178V5N3
AXX17_At4g04020	A0A178V611
AXX17_At4g04020	A0A178V611
AXX17_At4g04020	A0A178V611
AT3G59010.1	A0A178V613
AXX17_At3g06740	A0A178V631
AXX17_At3g49150	A0A178V6S0
AXX17_At3g49150	A0A178V6S0
AT4G26010.1	A0A178V714
AT3G07160.2	A0A178V7F9
AT3G07160.3	A0A178V7F9
AT3G60730.1	A0A178V7L0
AXX17_At3g24630	A0A178V7Q3
AXX17_At3g52240	A0A178V7U2
AXX17_At3g52240	A0A178V7U2
AXX17_At3g52240	A0A178V7U2
AXX17_At4g09970	A0A178V7Z9
AT3G01190.1	A0A178V802
AXX17_At3g22170	A0A178V827
AT3G10550.1	A0A178V871
AXX17_At3g06710	A0A178V8F8
AXX17_At3g39280	A0A178V8I1
AXX17_At3g39280	A0A178V8I1
AT3G59990.1	A0A178V8P6
AT3G59990.2	A0A178V8P6
AT3G59990.3	A0A178V8P6
AT3G59990.4	A0A178V8P6
AXX17_At3g51880	A0A178VA10
AXX17_At3g08860	A0A178VA65
AXX17_At3g08860	A0A178VA65
AT3G62170.1	A0A178VA70
AT3G54030.1	A0A178VAE8
AXX17_At3g43380	A0A178VAJ2
AXX17_At3g44140	A0A178VB34
AT3G09240.3	A0A178VBH8
AT3G51290.3	A0A178VBJ0
AT3G01310.2	A0A178VBS2
AXX17_At3g50760	A0A178VBV0
AXX17_At3g23360	A0A178VCD1
AXX17_At3g10570	A0A178VCD3
AT3G05620.1	A0A178VCU2
AXX17_At3g22610	A0A178VCU4
AT3G27380.1	A0A178VCX3
AT3G27380.2	A0A178VCX3
AXX17_At3g01490	A0A178VD19
AXX17_At3g14900	A0A178VDL9
AT3G57740.1	A0A178VE74-2
AT3G57740.2	A0A178VE74-1
AXX17_At3g39240	A0A178VEB2
AXX17_At3g39240	A0A178VEB2
AT3G43270.1	A0A178VEB9
AT3G01310.3	A0A178VEL3
AXX17_At3g52500	A0A178VEN4
AXX17_At3g52500	A0A178VEN4
AXX17_At3g52500	A0A178VEN4
AT3G21180.1	A0A178VER8
AT3G02470.1	A0A178VEW3
AT3G02470.3	A0A178VEW3
AT3G02470.4	A0A178VEW3
AXX17_At3g27660	A0A178VF52
AT3G55610.1	A0A178VF78
AT3G23890.1	A0A178VFD9
AXX17_At3g30780	A0A178VFJ7
AXX17_At3g24950	A0A178VGQ2
AXX17_At3g24950	A0A178VGQ2
AXX17_At3g24950	A0A178VGQ2
AXX17_At3g29950	A0A178VGZ4
AXX17_At3g29950	A0A178VGZ4
AT3G49120.1	A0A178VGZ7
AT3G58610.1	A0A178VHJ5
AT3G58610.2	A0A178VHJ5
AT3G58610.3	A0A178VHJ5
AXX17_At3g05430	A0A178VHS4
AXX17_At3g48210	A0A178VHU0
AT3G17070.1	A0A178VI54
AT3G17390.1	A0A178VIP8
AXX17_At3g52200	A0A178VIV3
AXX17_At3g03030	A0A178VJF9
AXX17_At3g45270	A0A178VJI8
AT3G10710.1	A0A178VK36
AXX17_At3g41380	A0A178VKN9
AT3G04580.1	A0A178VKQ4
AT3G04580.2	A0A178VKQ4
AT3G27190.1	A0A178VKR8
AXX17_At3g42690	A0A178VL64
AXX17_At3g42690	A0A178VL64
AT2G16440.1	A0A178VLY4
AXX17_At2g13470	A0A178VM24
AXX17_At2g16300	A0A178VME8
AT2G43760.1	A0A178VNE3
AT2G43760.2	A0A178VNE3
AT2G43760.3	A0A178VNE3
AXX17_At2g03520	A0A178VNV9
AXX17_At2g03520	A0A178VNV9
AXX17_At2g22230	A0A178VPM9
AXX17_At2g38750	A0A178VPU1
AT2G18800.1	A0A178VQ29
AT2G45490.2	A0A178VQP5
AT2G02970.1	A0A178VR02
AXX17_At2g18070	A0A178VR33
AXX17_At2g27540	A0A178VR44
AXX17_At2g27540	A0A178VR44
AT2G29100.2	A0A178VR79
AXX17_At2g12220	A0A178VRD2
AXX17_At2g12220	A0A178VRD2
AXX17_At2g30540	A0A178VRE4
AT2G18450.1	A0A178VRF6
AXX17_At2g35960	A0A178VRV0
AT2G17170.1	A0A178VS77
AXX17_At2g22280	A0A178VSE2
AXX17_At2g44790	A0A178VSY9
AXX17_At2g08840	A0A178VTA3
AXX17_At2g27040	A0A178VTB0
AXX17_At2g04890	A0A178VTR7
AXX17_At2g35250	A0A178VTX5
AXX17_At2g20700	A0A178VU15
AXX17_At2g15740	A0A178VU56
